PAN_no,income,cibil_score,bank_account_number,card_type
QHky5695f,418850,706,QEAT03802458910964,credit
roOW6913H,626082,673,CQNR66504251907548,
dluz1258k,495765,702,IQWI39295133965700,
EBdt1974U,620745,814,ZDRO58033081272430,debit
rgsj4042S,705351,845,NYCS96483522280980,
Bezd6562q,286521,608,ZPWT81225417826387,debit
UbCk6430t,720334,609,PJLT78709869986347,Debit
wXTn7660e,531627,836,XOTG51573637440307,debit
nDsE3978y,626292,830,JYSY83099813386858,credit
EUEY6937l,930990,803,NWRQ50689343576124,Debit
EGtY4242S,399715,814,YZMP40403070995663,Credit
OAXY1287g,676341,798,YCLC62824456697756,debit
gkrT2826L,740082,747,ZEWV14818938229019,debit
MKMs9877Q,524858,783,SERG69661043461882,Debit
ScAT8194J,832376,739,WBOJ63152777093849,credit
zfUa1275s,681966,718,ZJKY68904101989044,Credit
mjuY0867H,352087,722,OBAR28820568340954,Debit
ebyk6848r,336661,717,JQTW02983985898458,debit
zNmO7165W,555239,827,BIIY48406519985022,debit
lbvq8651h,525655,660,OONG78349231253053,Credit
UEGA5280W,557107,775,KRFU85120744185604,Debit
hALy4770i,1253428,849,CJMJ35418011778139,
yiFb0233z,698659,691,KVXI82641295760340,debit
nZEI5381L,627375,704,SEYX41701462798012,Debit
usox5623P,692808,798,VOCH77810293978234,credit
txIZ1290K,738579,669,EVLJ66979741171646,Credit
Mxis6385d,810236,842,FOJV68164160386773,debit
uYfV5004Y,524065,666,WKQA24178611379844,Credit
axJG0666c,202075,743,TRQU14784980416048,credit
PqnL9592O,821662,667,GVAS12843664703538,Credit
OGpk8158j,749131,764,OUIK92553880371162,credit
hgAI5702V,608678,742,SUUN97880211469867,credit
IMQS6602l,557399,714,SKXU47011615622205,debit
GMzw8149B,416224,777,EVHH75723625712743,
hWxq9178R,383976,761,FTGT56155486744842,credit
VXeu8361p,989782,739,ZJVR24023549616088,Debit
yWOX8336t,913621,757,EXWV21997640930791,
DSso4934d,777626,748,GLLC47162934950305,debit
DJVX3426r,906708,756,ROHS64504390268063,Debit
gXvw5661z,442691,694,FJCM57046370705845,
MytQ8160d,1049611,728,JSBP35114640452494,Debit
BAbW5787X,1179698,771,KNLL19774267673955,credit
RNyg1782s,59532,733,IQCA80461453221101,credit
sIUb7307j,545554,706,EBDQ96497019452681,credit
Fmah7972L,707434,614,ACTQ61843679535005,credit
tzxY9699Y,316620,660,WQFY37978564494837,credit
xPzu2174J,722593,746,AJLX97120572328216,Debit
mZJB9884J,958686,780,VFHG15217378992706,credit
bQzH4438r,962245,821,ZEZP96158349382452,credit
KwwV1457Z,758767,761,HQKF74293053213014,Debit
vOBT7381C,485063,713,NRPF36328129534002,
HfwB9972f,862867,850,COUQ05890259808492,debit
kYEz3023n,697610,758,PLZU90448462748226,
sXMF9169n,869962,611,ZHOY41579109252105,debit
DRSy9768x,832492,711,DUPR40181903310227,debit
gIYf9647R,879792,783,JVGY78750305626703,Debit
cLBg7534O,771440,797,ADIB40227642724981,Debit
hfZF9975u,851943,668,DAES33886189372350,Debit
dAdj6344h,569046,849,TJUQ00141862945306,debit
YlBN0916A,697137,828,OLRQ08095116212941,credit
XXDY9672G,545100,830,WXEZ54134156075278,Credit
ynFm3322e,879156,773,LJED57387731109124,
tmAL9682G,853083,694,XXBH09405474369754,Credit
BEJS1200N,428863,767,PSLC84819042977515,
hxBL7267f,771995,785,EMWW20407617420480,Debit
kNIn4701R,620213,666,ZPRX70406401521572,credit
fYyr9454y,767645,828,XWTL04880081173162,debit
caBO0715S,833910,703,TLCJ50015420726747,Credit
vmdc6528q,781848,701,VJXE93571963131608,Credit
zIZv5578N,559954,827,GFIH50729505996860,Debit
VdbX2222y,765920,602,LSFR66060574754180,credit
tPht5977r,661727,804,CJJO19389043264404,Debit
Qans2018j,685758,747,XZQQ30876725646635,
leFb0687r,,710,IVIO80974652826436,credit
PYbQ6687Z,434003,838,LBCB09596735260855,debit
yjhf8179B,780993,665,WTKU72970001293116,
cqyS7123v,482943,838,OTXM81557957057691,
MMIa8365V,,735,QBKH34986702126892,credit
IRgo1665B,446407,821,OVPR24932009256118,
cIye6222R,681273,664,MKCN70605118150815,debit
bTSx0213b,,810,JCMO17152783730252,Credit
KqFJ9639m,980864,722,SNHJ32664667936301,
Srza4881W,985569,848,VGJJ45336696851540,
taVD8247K,787434,671,RTSH41508775540055,credit
sZhQ4344D,912928,793,XLPW25914612459387,Debit
fMzl5666f,1091263,680,WCQY89168707857312,
lNxa3239h,1037309,850,OUVJ40573338928436,debit
cWmi9761Z,,630,BBCK24640824282197,debit
TaJD1658j,338250,695,OOKP62434515576479,Debit
QeUh6705N,690057,704,ERCZ12513544914512,Debit
RdMb3883r,812674,706,URMP79750422156647,credit
QElM5816f,276328,786,YWHF70460967429487,Debit
iXcf9304J,908102,825,MECA25432976472177,
kEoh5905f,526221,797,WENK10899705097420,
AFll8765r,697862,803,TDYB70061764014945,credit
vUbS1286p,574422,826,GRSL17205048127547,Credit
gRKw8410Z,744066,614,QDRW78459996264758,debit
lqLl9922S,511273,783,MFWU39871609002083,Credit
TVzB4440f,404645,781,JCKZ36585365495455,
idLF5922y,494822,614,KBPS53867400914005,Credit
JmVJ4861k,708533,751,CSUN12460388676405,Credit
solZ5591e,829970,726,NEME71577047306804,debit
wyVd1724X,456276,849,PYHG51257484145107,credit
dHOc5182J,525080,779,DFDA42429870737988,
aHFh6178m,393201,809,BKWK95483224865523,debit
Cmjq5384j,632664,780,ZAKF40850098328522,debit
VoBx0570K,942356,839,UEST13559979061371,Credit
EbFU5925l,837978,727,WEKH83410475253948,credit
aSqT7929B,462367,680,FDYN60262898050534,Credit
eUCj9981f,837994,761,CVMM76209966420047,debit
SBUe3702y,617273,833,THKC41338980525003,Debit
lFdj7167j,934920,649,TKUE39506070895477,credit
Akgb4102I,451636,717,FJFJ00781011812706,
lbWY3083L,629310,764,WZIJ39968052125239,
KpIZ1431q,940386,663,LFKT76714449118512,debit
ReTH1531M,826540,736,SMXL96554626083113,debit
ofoL2307D,703954,749,AFSJ77909387414806,credit
ElHC2988D,585255,649,AWYU81243529914726,Credit
joGE1304Q,414505,690,DKMD09014989480239,credit
aaVE6809R,767676,774,ASQQ36268026625068,Debit
kTDD7964V,463252,802,WFVZ71967926457840,
Yxjx0978p,379711,614,DVNU91806311388983,debit
Hute9913o,885815,778,KVJK10803125896168,
IRPv1744Z,801385,777,JDYC05193202691508,credit
rkQo1954n,846412,817,DPFD57611313149866,debit
xTJP4402G,652513,682,HKER45828427046581,Credit
HHMj5510O,,801,HTIC23359800477714,Debit
HQCr1710I,926532,716,NKWO89215441332602,Credit
MOYY5315V,895772,741,XXCF62411925241265,Credit
SaJV9646C,572201,696,KAKO16991160786909,
FFvp2547G,809662,768,YRWY15947594035112,Credit
Ioxm8176i,399839,667,OPMQ23593583667283,Debit
ZTha4781Q,640837,737,IPGV58104534475396,Credit
MHKY1621E,984648,631,KEKD11543830087584,
XmfA4469J,1172492,606,XYHJ07769132370173,Credit
sNhT1516N,754636,723,HMFV65564129589644,
rvhM0704S,456466,653,MNCF42636013296737,credit
pVby6492S,752723,799,ZEXY02062762209544,credit
hEPr6190Y,777005,727,BVHK72008072570854,Credit
krAD8425h,779682,770,BJWW44224124042785,credit
TPZs9306F,892401,738,WIVP74583180484097,Debit
Ewmv3908I,892742,704,ZTAX59623617828257,Credit
Urnv9832Q,,848,QFUJ79656347363288,
moeT9513A,,659,BNOO32566769921828,Credit
iplr9543A,683419,786,CLWA55330857137517,Debit
hANF9355J,,741,NTUE18785514115844,
EYkW8377d,426472,697,PDXA10122468145041,debit
hGGJ4397R,588087,824,QAXS49832820234464,
VyUN4271B,545831,750,PKRR10576556012893,Debit
xUnY5645M,282617,617,JROF31379873063209,
nrFB2840M,711447,604,VWCY41093713671980,debit
taAz6454H,854156,609,LOOX47408844653403,debit
vnkG9942m,695010,687,CLLF75021447035459,Credit
OJbe6930g,973812,823,LGCH31680366982770,credit
PmKI8721U,647120,716,HJYN38540909089180,credit
SbZw3020B,692852,755,EPXZ90591631031571,Debit
IBQh5723A,893991,711,GUJY09156560232975,credit
eLgp0186X,935731,844,LDMW29986496723760,
LvIc6406Y,758046,675,EPHB93856910295822,Credit
csPF5184F,847300,739,SSNI70624749086030,credit
ZhGY3503H,782996,658,AZTR20176731920031,credit
eyol4974k,776351,818,NTSL30628505085253,Credit
ooBA8556Q,860599,666,OJHY43537178047730,credit
jUYf0235F,452170,790,GRQL41807016359686,Debit
JlIK9211e,892512,679,EMLX67643445995076,credit
bjDf3051N,726300,618,ZJJG94341416139037,debit
qDOK0581A,770452,629,VXXM15134516641742,Credit
pncL0562q,759282,792,IXWF67937777858515,debit
GHvU7976r,1001058,670,OUEW50853163802549,
uGjN3464u,407531,826,KOCH55479095455461,
npoa4637c,465490,792,IIAA22645184098883,Debit
gyQz3047Z,927155,804,SOQL13292680974260,debit
xpVP2342c,,658,BJBK58497882113026,
LsaW1281a,1077704,660,IDUS73883767999229,debit
widF1129Q,678572,720,QIWR19818092672551,Credit
UQsg8187t,702431,711,XBVD76544009991379,Debit
PpCc6566F,416846,706,SRWI23470057034217,debit
mWDT0437x,901649,708,ZIBQ51874905717725,
puwV1435q,1006592,796,MLLU13895214018366,debit
RITt6222D,533025,744,SZSU79392439374274,debit
NFtY6600X,659242,782,XXTW18992828271153,Debit
Pjyg9091M,965879,780,LCCT34984954770057,debit
xgtg3581I,269950,749,JMRD98034040179367,debit
dtGM5940Z,867426,622,VSAK42841687805371,debit
JqyK6560x,1042054,709,BDRQ58444693603851,Debit
yVSK4495D,414037,802,SXMD08609743315091,Debit
Wekp7556s,720792,714,BDEX04574638792513,debit
ilNb0015s,1024516,634,ZTOE02899044539225,credit
EBkL0150T,534239,819,TWJK24732769949403,debit
jVgD4201i,,635,ZULE15882295518029,
oqll2094b,358628,671,BHFT46143313709813,credit
RMJP8241x,535463,648,LKAQ47603504039910,Debit
nshQ7787T,662894,757,VERT52571098993896,Debit
cTSD3723o,,723,ZWTZ90588313916675,debit
yVeG5713C,636908,704,GLPU23242428327279,Debit
GLxn7497V,,641,PGMK24760275262548,debit
upZu5258u,874755,807,QKEG01817317818247,debit
urgs9951p,451681,774,BWCL26122615012112,Credit
JFis6043p,263028,660,ETSJ47842573366954,Credit
JWzU0884c,849308,753,NDFP51438176615041,credit
tVjx6414V,,721,FFAT33431261322264,
mpXF0969v,927783,742,PEVH76198156372192,
uwbH7901I,,662,IDHZ95920338623806,
vHsv0639r,582672,834,PTPB36123650175494,Credit
Mywp5052E,563303,620,KBTY31387155155883,Debit
UGdM0476J,488499,830,WACJ43298460175991,Credit
udwg5683H,668126,766,HCUQ62844058175459,Credit
lDxx3440q,874915,618,MCQE16189930679733,Debit
lLvb7014p,615806,812,KEJB50909733429169,debit
yIot3693c,737838,629,OMIM48600536275261,credit
rwtW2110K,860707,682,NVQO64002658716231,credit
bzxm8046t,562591,842,BNKF19935465684706,
BABm9309t,856323,604,XLNI77485682944395,
dxVu9166F,767323,634,AXZL16338472465749,Debit
qwvO7390s,828608,662,MHLZ25873655400377,credit
mfMO3623Y,537336,733,YVEA54972189158424,
TcJh3121h,,843,KBBU86417061181571,Credit
EmUJ0387b,452674,620,XVXD63280518897675,credit
MYHg0778K,438351,731,VGIL73467048310702,
SAyB6870G,,679,BAXF87858138095042,debit
fBuc8433M,813398,674,BYNS43796244561225,Debit
eQlF8338i,649552,779,UNME23559172500705,Credit
rdxt4901m,840842,844,LAEC50588791410465,
NHMH9346q,851406,828,LSBH38343115388979,
pLun7384F,1287892,697,GGTV52568134013409,credit
fvXo2580Q,729660,715,BGPK13410314278886,debit
Ajbc5849n,839067,820,TMLW83579760942160,
ahUM2302i,575958,693,JRJJ77199575294840,debit
hFoG6860w,387690,661,MGMS14552581715467,Credit
dwgO5555I,691649,652,HHEI82186959076922,Debit
tkyY1761A,533323,664,QTTH22630581415611,credit
AFEW2443T,1131234,803,GEVN65722156753928,Credit
bGcd0411O,472504,608,NNOG13062766389942,credit
gmuQ2649L,1159435,675,VUKL84510294604831,credit
wzri7489x,669360,670,NJSO29896296234340,Debit
fCFW2753L,862836,614,PTRQ11206495290444,Credit
ClwA1053w,461177,800,XJLG88428253191493,debit
mqmt6337I,988504,624,GIIY95822576809481,Credit
dbWW8919b,,819,EAZF85785713852771,Debit
bYeZ0242i,373613,631,MBPC62398517577852,Credit
yzix7760Q,704055,643,ZEKQ59847134825270,Credit
Esth9578g,529433,772,KVZB85284252286392,credit
slfE2848V,837257,743,NVNG01141998043789,credit
eTNq2742d,971181,683,DUKX06804409251440,
QfmB4789E,729634,611,EVEJ79248796263675,Debit
HsWL1616Q,776085,725,WJXO14019335258251,Credit
Ojyp8991S,770954,795,PJCU79450414717036,Debit
tftw8279P,,744,EIQB15177645954077,Credit
pWnm5097c,674443,838,LHJW95559772997458,credit
oGkT9870r,873384,761,OLIG03251707591240,Debit
VjFd2985s,1112164,703,RSHM96589029543065,Debit
ttyn9734Z,943602,751,EXSB52847167093984,Debit
qKBv4647K,670178,623,PKLG54145377757106,debit
aeXx1311i,569888,668,QONG87315478735425,Debit
wWLw2181I,418954,714,ENZD49959339226354,credit
BZUJ8123H,530094,706,GDOH52499324336154,debit
QJlo6608j,591091,606,ANSD63394091673629,credit
pQLv3511T,873223,818,HKUZ89507674854172,credit
KRYs2254x,548275,765,JSUQ69993320845815,Debit
EzIQ7031g,685790,673,RNQG07603448021644,Debit
rEdE0132m,647718,806,LLVA66524878328558,debit
frlo0814C,664622,832,AKJW80075175812572,debit
RrWx5745P,775293,769,MZSZ80273248014223,Credit
aeAv1733S,870981,744,JXZJ67253742536555,Credit
xCHf4876x,418317,646,WCBY55287321451562,Credit
YwvO9166R,829124,769,BNOR46061655814994,
yqje1728X,519518,739,CZXI91711243792123,credit
EftE3601k,614575,775,FPZO11898849559203,Credit
vmgK2294z,429961,674,QSKQ79944763628747,credit
YsgJ5164Q,619522,696,DDIM61435613966241,Credit
bHuU0540o,730594,617,QWII82521935123103,
XkbX8094D,767198,724,EHML51092761154456,credit
LcON9619D,819423,737,QCCW98547632842184,
vVKS9896f,295928,781,STWA16432080036674,Credit
FbQH3118D,773528,742,CFFM97058081798078,Debit
qSLR8157h,754598,797,OVMG89897407749694,credit
uBEd6716R,549628,607,ZUSK32089227698856,Debit
FZII9866v,353127,679,YJAX74890418852985,Credit
bmJx1682j,839933,850,NDQL59472742160127,Debit
tZde8579v,720959,627,YQTX89537830830919,debit
zGYL4150J,687443,850,AWTH42032374664727,credit
JPff5118y,598292,660,UNQE69007255175718,credit
rGdJ7873X,982956,833,OKOD33327295672355,debit
zACx5149D,516572,807,NPPY03995656691460,credit
sbim1695g,645862,652,ELUO45343974145257,debit
JmNP3426X,572680,721,MJWP88413289225675,debit
DgoO6995O,582907,825,BUPN21846716031955,
cgBJ9570s,911432,818,IGKE16493230603205,Debit
UrOd5122l,734576,783,ORWG97674869351433,debit
NRmc3878m,644851,828,WXPO85940224791236,debit
zdra8147K,548136,833,QVPN64311834130584,Credit
Kkjw6262X,397916,741,PLAM12825277486794,debit
Bkha9537U,496805,612,RIST44520037759884,debit
lTCi9853C,438094,628,OMFN75998798930507,debit
DxrL2066P,898656,666,GZML63759679179878,Credit
nbpD0597u,584976,648,WIDR61635806426359,Debit
YSdG3745X,848356,783,SGSZ09877130503301,
JiKq8306H,1089163,692,SAWI80294256635165,
LSAF1704j,445356,684,DXUA87979135402807,debit
UNWf9427L,701484,685,NZKU76857155872092,
SNHX1637b,974973,614,PUPS01020658348010,
akSU0472H,959759,750,WSGJ92533588339636,debit
LCKY8823F,480704,769,DPUZ25041224871107,
ceuQ0877k,,685,ZIKU63380997153058,
pfci4244N,624006,668,PZFL25990097866245,credit
bnzE9321P,527770,677,OKBU81268533225185,Debit
lUvX4009Q,839950,686,ONWY33850425343285,Debit
YLGn4270g,691221,677,JSOP44547855973901,
pXrm8180b,712720,745,FQGE94340624336803,credit
YJPn7148c,889454,750,UHEL57994411688789,credit
YYJi5450F,803481,685,MICM98880035839735,credit
HxJg5986M,409906,637,TXSW62704444680044,
RSYt7488A,270741,767,UMNC10321885059214,
kmkY7482I,887845,682,KHIW48974256342879,
atAr6425D,573132,748,YHQQ44244218200438,
yxII1742Z,644353,736,GGBC36228917261270,credit
Yfjr4066w,1130113,699,XFPO96855929149394,credit
QcZg0116k,,674,AYRZ88258392259321,debit
gSAd4181D,,784,FDKG48107814564590,
LzNP6210U,536095,749,ADKT04403693347578,debit
yJrE2621l,1035844,779,QYGX07829546454042,credit
meYt0206e,867874,774,QLGQ11114807567324,Credit
qnlL0924w,745227,633,YIDW41179489298382,credit
HSys4056j,653398,671,XKUP13102988151918,
lXrY9617W,853068,667,WWLM91741394376079,credit
eHJK7273F,799265,753,ZHMH04448528983963,debit
ryjb0604n,900541,742,VQYB23745137149747,
EeKN7445e,774317,651,GTPD10636448482336,Credit
SjOe6734q,564748,775,GRKL40513758606952,Credit
bDPJ2114X,918280,755,QDDT14936306058698,Credit
tMiL1366a,752667,633,EVTX16139320491515,credit
ZoKs7038l,733046,778,GTFL23272980700575,debit
jtFd7134A,507894,848,FLIH66167449106985,debit
iuSC4922Z,751049,633,WCEZ62666254931657,credit
YbrG1640T,745723,796,RCNA46434122613026,credit
hroO9524r,903005,814,ZXBV33935082791388,debit
znME5646f,810090,749,UAAH42855264853400,debit
Ucyn8012p,926949,655,CVBD28634363357642,Credit
NTEN5759r,845343,832,XKKS20085439463254,
DwAr9756y,772460,832,ALYP58455396008957,Credit
CZqK6766T,,842,YKHD16827340545285,
gzLW1348Y,471559,720,QXKG29795040930888,Debit
tXjk4032h,622980,667,XUJK75898712154864,Debit
SiRs6453U,683215,831,FCXJ62161965474775,
zgab4214s,932483,702,XLGS60058429095345,Debit
Ncdv9835G,552711,819,EPWE48236502480685,Credit
BxeW1983s,643546,705,KDIM19997465205068,
MQfI6905o,718301,666,BBXN17202507910401,Debit
NDKW7653c,631975,740,VAHA69645276459125,credit
nWqf0578b,697308,785,BAUB17838331896378,
cLvd8075Q,738747,847,VBIX64102266554097,
hnBr3545c,884915,776,AAZE35662975555884,credit
UjSc2942Q,563409,713,ADJL90314035088813,
amYg8595j,1010271,680,ZZTS28132313133014,debit
wKNV1559x,434685,807,GTDN30550268820409,debit
MSCh9241B,562971,777,NBLC81156094455443,Debit
yZch6553I,1006057,793,JGWU07575156784055,
niJc1170Q,970805,609,NDDC80081488598466,
Imze3253s,1020490,650,PMOD28663744526610,
LjeP4917A,,782,ORXI74433504071143,Credit
hegs5148A,,647,NHEE71714770769337,credit
hhFp8726E,586255,693,UKKB83997761190229,Credit
nIWq0215w,820525,745,SWTP83291585837330,Debit
OLMz0355D,1041900,679,XUXM80558644461184,debit
jhmZ3131Z,529717,628,TUYC26077580967217,
qTQy1243y,555285,810,AIIM97180977805473,credit
mSZy6291l,391215,666,GARB29816365126700,
rqaW1539y,877497,610,FSSV87671352583331,credit
UhSi0146a,850375,805,OSYT12593927790385,debit
JsqC5849x,744054,688,CPNY19836604236518,Debit
dbEs3936H,1024092,720,FVPY33248154401264,
pnSp1335B,,689,AHVE49455328606692,credit
whGb9417R,918648,757,YQCU62069141994544,credit
xIjv0756u,456479,798,JFWC39033821097208,credit
BJVZ4838y,464615,840,PNTZ14367798585677,Debit
XHFN1235a,785455,749,JRUT28077772179979,Credit
cSVM5073d,795201,689,JCQU99724732386080,Credit
RRHu7294y,870469,781,DIAW75877992545467,credit
Cmgn3666W,516497,813,CHHK37789685300891,debit
zpnI9628K,664437,680,LGKN12343108767390,debit
bhQf7547l,595892,752,PYUU91248296761223,debit
MZVm1435N,718906,700,GCEL14309780161657,Debit
CkGV3942X,645191,826,JYDN99337136136184,credit
XwAx2881V,653542,688,DQHC52653779276033,Debit
dlJQ9604D,761416,627,HWTI34558853166407,Debit
byrI4477f,748105,648,WITU71309297799401,debit
HkNL3357Y,978292,631,QGFQ35826094560046,credit
ouXc2442z,1119258,644,RDFY49328636202397,Credit
WLpL8843Z,490375,809,UCZU39775323000806,debit
zSjB3960m,709874,735,LBTI25225966184869,debit
hMiL8239s,765210,608,JVPA81790547765175,Debit
wYqZ7874x,420877,833,LWDH45132051828283,Credit
POIA6031G,344972,624,SNUO12928125700124,
EMMt6592H,620631,838,GGPH97055318676281,Credit
susH1296i,988139,783,ASSO62814533436138,
UUwM7719f,496638,813,ONAY09007839695022,Debit
hUoz1994t,737132,689,NIWF83555701487921,Credit
LghI4772G,688548,785,ZYKD04920308553477,credit
ZqCX4401S,640698,628,UMTY69528398387839,debit
fRLY0823y,1062520,624,GVJY34275053079646,
GIiR1725Q,786877,680,ZLFG76005476934430,credit
ChOZ8442G,642274,653,HGDH69571202659769,credit
NflI0455M,740169,735,WQUL23309435518534,Debit
gORE9512t,263800,693,EATX83836347451181,Debit
WUVo4756z,830569,796,NFWE85945868477406,Debit
YXEb5183t,476892,648,EBQQ09537360138459,credit
DWhP7023S,1174751,700,LSIG88443933284386,Debit
YGlh2506U,701366,610,IDIW35343626234265,credit
GhXp2035X,854529,650,CDBK71224765297133,Credit
fNYR9795B,703719,738,YBRS00073475032802,Credit
qcxx2452G,591615,675,FHTD89822981880285,Debit
WxMe9723Y,667116,706,TQLZ55662003843347,credit
uXwk9988k,,802,ELVI76678374901462,
EYcl9297x,648522,837,SVOW16274540073993,
JZuu9845s,229322,721,AAHT89721576842756,debit
sUGU2205C,715652,694,YSBT31690539461871,debit
MGQS2912R,905005,767,UXUC90255642088526,Debit
pPxR9673R,675401,818,EZTP63984784747338,Debit
Vnjn3706d,531539,715,ROID79684108665241,Debit
MVww0171E,866292,670,JMOZ68225941554971,
xPhz6329A,385849,815,UQTR69520563596135,debit
OErY2156J,447515,762,JDLN84149104897927,credit
FdpP6374b,773850,631,RBID36784966834138,Debit
HBQT3663d,731840,748,CGQF36649664534294,Credit
hRDv2687G,478611,808,WOVB44566752784334,credit
WeIO4053J,478006,645,YIVU05491549255506,Credit
llGG6585O,845911,667,HCBG50406579177318,Debit
kDrA7617d,706801,697,TLUV56023287264849,
aWxJ0341Y,828139,832,LIKR20468864175412,debit
bpxf8287E,815875,690,LXFA09055632348585,debit
QVSK1994C,533060,756,CWWI92865297750232,
MEdB4500r,841706,667,ICYF07667213387001,credit
OlRu4071o,1021078,616,MKCF63096369845611,Credit
uvOv4611l,901561,683,DPBF54789580577770,Debit
JZRU4027l,266283,619,WPRM61189746087335,Credit
ehob0158G,855888,729,VDYR40425737284452,credit
heXB3953O,696504,619,HYSY07166253947156,Credit
ZijW9515n,704385,833,DYKR65473081681168,Credit
KBbR4508Z,686590,637,ZOID31640943573693,credit
XyyZ7137D,646258,636,CXIW12094000072432,Credit
WaBd0806v,762678,780,FCRY40563064271858,
wgfI0640o,762783,788,WHEA74245552489690,credit
SVgQ2840s,764773,643,DGBA22715608895981,
brmH4079K,,635,YJVJ10972939477904,debit
DmVj3531s,304603,780,RAUK62227249912404,debit
kjsP6155T,692225,746,YQKD70336494292997,Debit
fsJg1134i,516807,615,PCFB17954943340384,credit
yxIS6892o,858042,754,DGAW14081359939360,credit
InUP5273N,740349,687,KIDX56486286575724,Credit
AbTA6885N,1111336,726,KESA56046598354660,Debit
OrCd4568M,564175,694,FGWO10079656470760,
FKQL3195B,668028,615,BTMV34924176814150,
OpMV5912q,867525,643,VXXC44424677870185,
naDP4949S,1014120,641,IPKP77895120089748,Debit
GqqM8457P,793536,846,OLJD31163565444949,
EEhY0230t,697312,715,LTNQ64670696304393,Debit
JBae6502e,481216,792,CAXY37353639239368,
NecG8376e,,806,AJMM87329770323061,Debit
SPWo8981E,690933,618,XGKO97913422991919,Debit
csDa8011G,371053,754,ZUUR40689601903164,Debit
uoXR4444i,864401,798,VQUA01296301072755,Credit
fSeK5672R,576144,725,QCPT13654726576976,credit
KrxU5110R,312327,796,YOIR35790822095826,Credit
OieA2658v,933037,684,JUBR01876528232912,credit
lRaa5146a,686547,800,HFPV87869964529042,credit
PEPA8888t,558307,706,LVCE72723863492960,
Ckkl1437G,829679,764,WPNU01244120790517,Credit
URmf5569W,779798,812,XVNS69301390338560,Credit
sIJe4935U,395101,603,KISY03980979448259,Debit
DATe0732L,964344,759,AFYC40290616819956,debit
ECpf9037g,396313,653,VWDG01715337143350,credit
YDQu0253L,1057735,649,OHME63199358449813,
uhSw3358Q,716202,715,ZJCP01782305382514,
cQbF1494q,632009,714,FOJR12394297584836,debit
LDXN6723H,631396,663,IUUA72210993712221,credit
GjgW8118V,1056138,839,XPNF22149650255877,Debit
uQXK0760x,695109,644,POEF41409471023983,credit
qjxo5870S,913296,728,BVAU14389745852539,Debit
TAET7769p,525334,704,MLMI02482306091717,debit
zybF2549Y,811651,678,BWQP36930740341250,Credit
nWYF0287i,626288,712,FEUW82427213524823,debit
Dhjh3805z,397430,733,ESKH48231619092366,
RyHO6296X,626518,761,OISK64107736201390,debit
kHKd2734P,308348,845,DVDI31427322759077,debit
uVRs4268s,700377,696,NOFY21171103827004,Debit
HKvG6068M,911455,644,SWDJ30562320187711,
NeQV9321o,804300,796,VRCS85321667393636,
igEM3044u,849418,744,WEKT53009992313492,Credit
AqwV3485a,370372,788,YUKS43633238569425,debit
qbXt4462R,637459,765,PSEY00920412045916,
fBUQ4163T,591822,713,HIUW02210478823798,debit
dddo6417o,649114,792,LCER83722132279352,
CrZi7904h,446771,618,PEHB68149328993632,Debit
bxRW2066G,889220,834,MAJS09865802972157,Credit
LaWi0856U,546642,645,OMCB48539036184412,Debit
dGGG8917a,516006,729,GIMV28655107974200,Credit
dEvp7242b,770326,666,CKRH73028114833084,
jyMB8772X,846054,605,FBHU89083183584838,
NuHS6734Y,888524,683,OHSN07604433737404,
TccH6015x,1042830,793,PRVY88714235577613,debit
eTsS8549y,746503,695,YHKT85103168727067,
YLkh5167j,724988,687,ZTGF88781952375819,debit
jzfE7195h,976478,667,VXDO70797050658124,Debit
QLBG8670p,605419,836,RQXT61919461005415,debit
XBqI7201P,696591,639,UDAS19568630367686,
poiQ5471u,728157,660,LKGL78066360736384,Debit
nqJf8196o,608211,633,JHEB69716506321081,Debit
yjxP0043z,643774,786,PWSN91617600907099,Credit
VPUM9153R,570834,789,NXKP80812259606086,Debit
YfIF3058S,581153,720,QYJM78731930211568,Credit
rByf6240b,562907,640,LNPH92459012431932,Credit
KwVG1061e,950022,835,SXIB51180841840582,debit
mTjK6189S,750196,754,QTJK41503858131318,Debit
ByXh8653t,649918,720,PCPC80001161791303,Debit
eJEJ5018x,859579,602,XJMF27414199246311,debit
WTmy0374P,496397,647,SSVM83728834527916,Debit
skWQ1251Q,961193,720,YODP07745916362519,
Rfit6189e,884125,736,MKYN45822456396393,credit
fYPY5212O,540376,832,JOZV45390291366335,Debit
Dnbc9338R,681421,702,TAAK47206874060319,credit
ZGLC6032M,379530,669,FSUX72559134252199,Debit
VDxB5737V,883262,748,JLHO96303021964390,Credit
Ltxi4108c,540590,628,PPAT15541415492459,Debit
rVam7259F,583608,658,BFWF87035883466911,Credit
Sfmp6494b,1128168,768,NWXJ65357171349924,debit
xjTi9845x,725942,846,VABR96690259538440,Debit
ZikG5494v,875774,658,KWWO43196366992396,credit
WzVm1413j,174008,836,BKGL18386063288404,credit
gpnV5586m,661518,629,POMV32702229476220,Debit
gZOo3056g,737257,798,XHIG77364383009443,
inSA1137E,733969,785,BLBI30648656464637,Credit
VhnV9082x,484459,701,TVVX63583697395071,Credit
egHL2211b,1088017,803,ZBSP58857936201512,
GELK9830n,629924,850,KAKE94582264701050,Debit
PemH3309Z,666117,618,DMSK17918438292487,Debit
ZBbk9198b,660607,791,RIHT64069612147749,debit
AQQU8289G,780394,833,EKGV15001547280338,Credit
